date,ISRG,RSX,US_Transportation,Russell2000,US_Biotech,Google,V,US_Consumer_Staples,US_Consumer_Discretionary,BAC,ISRA,SYK,NOW,ERUS,LLY,COST,BKNG,MRK,TSM,ICLN,ORCL,TAN,AMZN,INTC,US_Tech_Sector,APPLE,TMO,SHE,ADSK,NEE,MSFT,UBER,Rebuilding_America_Grid_Chips,GenderDiversity,Nasdaq100,AMD,NVDA,US_Regional_Banks,XOM,CVX,US_Industrials,IBM,LargeTech,AIEthics,US_Homebuilders,GS,US_Communication_Services,PANW,US_Real_Estate,US_Financials_Sector,US_HealthCare_Sector,CircularEconomy,AI_Infrastructure_Stack,US_Banks,SupportUkraine,NFLX,JPM,TSLA,COP,US_Materials,DHR,GOOGL,VeteranFriendly,Tesla,META,CRWD,SHOP,AVGO,REGN,US_Energy,US_Utilities,DowJones30,PHO,EIS,S&P500_ETF,FRDM,S&P500,NVO,SupportIsrael,MS,LGBTQEquality,UNH,MA,SLB,AAPL,HydrogenCCS,SAP,ASML,JNJ,CRM,CleanWater,BLK
2020-08-29,242.76222229003906,18.29593276977539,47.273057301839195,147.11485799153647,132.21716817220053,81.31880950927734,206.9301554361979,57.64889780680338,144.41627502441406,23.086510340372723,35.362796783447266,188.10858662923178,485.9199930826823,19.609113693237305,139.64300537109375,320.82483927408856,1909.44140625,69.85296122233073,73.34611511230469,16.12977663675944,53.65817006429037,56.450480143229164,170.90933227539062,45.416358947753906,118.36327870686848,122.77481587727864,420.7054138183594,73.89300028483073,246.82666524251303,62.07513173421224,218.40443420410156,33.743333180745445,,,284.8203633626302,87.30666859944661,13.179889678955078,33.98619842529297,32.55565643310547,68.53801981608073,72.65161387125652,95.90092468261719,,,52.89195124308268,183.75459798177084,60.59431584676107,42.597222646077476,30.806082407633465,23.074642181396484,99.86114756266277,,,28.01974868774414,,525.7800089518229,89.11312866210938,153.74222310384116,31.82488250732422,57.63106155395508,178.84561665852866,81.31880950927734,,153.74222310384116,291.90529378255206,121.00333404541016,105.01800028483073,30.65983708699544,605.786376953125,29.571896235148113,50.634106953938804,261.6219177246094,38.896881103515625,53.334187825520836,326.03721110026044,23.051634470621746,3505.443359375,30.592771530151367,,44.85145696004232,,290.74037679036456,353.3840840657552,17.377575556437176,122.77482096354167,,153.0102081298828,363.05772908528644,133.15049743652344,269.25732421875,,530.3116658528646
2020-08-30,243.18777465820312,18.293245315551758,47.06261698404948,146.58548990885416,133.05648295084634,81.15479278564453,205.73375447591147,57.593335469563804,144.27542114257812,22.92147954305013,35.362796783447266,188.09276835123697,483.96999104817706,19.579425811767578,139.97393798828125,320.60670979817706,1897.986572265625,69.74950154622395,72.98263549804688,16.110999425252277,53.45344034830729,56.42730458577474,171.72866821289062,45.57192611694336,118.4880854288737,124.14715067545573,422.18682861328125,73.79382832845052,246.2633310953776,62.04699198404948,217.3241729736328,33.686667124430336,,,285.5810038248698,89.06333414713542,13.25522518157959,33.78919219970703,32.35439682006836,68.08144124348958,72.34914906819661,95.4489517211914,,,52.65818532307943,183.28165690104166,60.49883143107096,42.74944559733073,30.715964635213215,22.983293533325195,99.9412129720052,,,27.857635498046875,,527.6700032552084,88.36111450195312,159.92444864908853,31.68886375427246,57.33525848388672,179.08590189615884,81.15479278564453,,159.92444864908853,291.75278727213544,123.36666870117188,105.82999928792317,30.728739420572918,611.5350341796875,29.356637318929035,50.68548456827799,260.88372802734375,38.77313232421875,53.18381373087565,325.64305623372394,22.887677510579426,3502.876708984375,30.625267028808594,,44.67266337076823,,290.1782633463542,350.8141581217448,17.254416783650715,124.1471684773763,,152.6083984375,361.36280314127606,133.0840301513672,269.7695007324219,,528.2834879557291
2020-09-05,241.6675033569336,17.621191024780273,46.892964363098145,142.8940887451172,127.06274795532227,77.87334632873535,196.36995697021484,57.19999408721924,140.85748672485352,23.391249179840088,32.86818504333496,188.1480941772461,448.5475082397461,18.792686939239502,142.30935287475586,317.60787200927734,1887.2774963378906,69.23153114318848,71.94336700439453,15.094673156738281,51.7667350769043,51.10537910461426,162.9212532043457,44.68415451049805,112.11821746826172,115.68046569824219,403.74800872802734,72.18253898620605,231.50000381469727,61.64064311981201,202.650146484375,33.51000118255615,97.35705492939738,96.15055138822031,272.06002044677734,81.18000221252441,12.407949924468994,34.26794719696045,31.27968168258667,65.41716194152832,71.73649024963379,94.00895309448242,95.1145936969073,95.73162001924598,50.72160530090332,186.33787536621094,58.60108757019043,39.20333480834961,30.528688430786133,22.953607082366943,97.25420570373535,100.77730756053636,97.26425662729748,28.251341342926025,97.32818194576718,513.7924880981445,89.73396110534668,132.09750175476074,29.487639904022217,58.078542709350586,170.6430435180664,77.87334632873535,97.63925033192642,132.09750175476074,278.3106918334961,125.30000114440918,95.91150093078613,31.924103260040283,573.2848358154297,28.244247436523438,50.7689733505249,256.39588928222656,38.34407138824463,49.63133239746094,316.79434967041016,22.753304481506348,3403.1799926757812,30.193533897399902,98.6275100025318,44.336360931396484,96.10835643477395,288.00614166259766,324.46099853515625,17.30587863922119,115.68045997619629,93.98309533972383,145.6135025024414,348.3471374511719,128.54997444152832,249.1592140197754,97.96718319886564,500.3855285644531
2020-09-06,238.24166870117188,17.45989990234375,46.74932289123535,142.2034149169922,126.47029113769531,77.15751266479492,195.2748565673828,56.89730262756348,140.39412689208984,23.155333518981934,32.757469177246094,188.7318115234375,446.74501037597656,18.620123863220215,141.93114471435547,315.83155822753906,1880.8242797851562,68.84152603149414,71.5791244506836,15.073548316955566,51.671348571777344,51.06068420410156,161.11150360107422,44.421634674072266,110.83656311035156,113.70098876953125,402.5924835205078,71.83976364135742,229.12000274658203,61.67341423034668,199.8719482421875,33.78000068664551,96.28435817651295,95.21875696523693,268.75120544433594,80.35000228881836,12.231103897094727,33.91811561584473,31.098546028137207,64.82092666625977,71.39852523803711,93.79901885986328,93.90068875814109,94.84505496094982,50.661563873291016,184.4506072998047,58.21199035644531,39.13166809082031,30.431529998779297,22.80516529083252,96.8523063659668,100.57897001770871,96.36178783186008,27.947375297546387,96.37934088829073,511.5349884033203,88.94697189331055,124.75500106811523,29.11290454864502,57.80461883544922,170.54966735839844,77.15751266479492,97.01587561411614,124.75500106811523,275.43397521972656,125.40999984741211,94.52099990844727,31.648865699768066,568.6870422363281,27.98471450805664,50.69832801818848,254.94314575195312,38.136465072631836,49.33059310913086,314.6155242919922,22.745798110961914,3379.4000244140625,30.16103744506836,97.66032915799798,43.79572296142578,95.19460588458162,286.90577697753906,323.214111328125,17.094970703125,113.70098495483398,93.69264488263187,144.52310180664062,343.52423095703125,128.26167678833008,245.83087921142578,97.5739667493066,497.6925048828125
2020-09-07,234.81583404541016,17.298608779907227,46.60568141937256,141.5127410888672,125.87783432006836,76.44167900085449,194.17975616455078,56.594611167907715,139.93076705932617,22.91941785812378,32.64675331115723,189.3155288696289,444.94251251220703,18.447560787200928,141.55293655395508,314.0552444458008,1874.3710632324219,68.4515209197998,71.21488189697266,15.052423477172852,51.57596206665039,51.01598930358887,159.30175399780273,44.159114837646484,109.5549087524414,111.72151184082031,401.4369583129883,71.49698829650879,226.7400016784668,61.70618534088135,197.09375,34.05000019073486,95.21166142362853,94.28696254225355,265.44239044189453,79.5200023651123,12.054257869720459,33.568284034729004,30.917410373687744,64.22469139099121,71.06056022644043,93.58908462524414,92.68678381937487,93.95848990265368,50.60152244567871,182.56333923339844,57.822893142700195,39.060001373291016,30.33437156677246,22.656723499298096,96.45040702819824,100.38063247488108,95.45931903642268,27.643409252166748,95.43049983081426,509.2774887084961,88.15998268127441,117.41250038146973,28.738169193267822,57.53069496154785,170.45629119873047,76.44167900085449,96.39250089630588,117.41250038146973,272.55725860595703,125.51999855041504,93.1304988861084,31.37362813949585,564.0892486572266,27.725181579589844,50.62768268585205,253.4904022216797,37.92885875701904,49.02985382080078,312.4366989135742,22.73829174041748,3355.6200561523438,30.128540992736816,96.69314831346415,43.25508499145508,94.28085533438927,285.80541229248047,321.96722412109375,16.88406276702881,111.72150993347168,93.40219442553989,143.43270111083984,338.7013244628906,127.97337913513184,242.50254440307617,97.18075029974757,494.9994812011719
2020-09-12,235.71332804361978,17.570118586222332,47.468518575032554,141.38587951660156,128.4616241455078,75.22136942545573,195.0079142252604,56.844651540120445,140.77022298177084,22.77549934387207,32.44495646158854,192.84466044108072,449.9533284505208,18.77227528889974,140.3080088297526,313.6920471191406,1761.6881103515625,69.08034261067708,72.73826344807942,15.341127395629883,53.80706532796224,53.11662165323893,155.59016927083334,44.267565409342446,109.2044906616211,110.03382873535156,426.84228515625,71.19801076253255,228.2633310953776,62.071434020996094,196.07018025716147,37.3033332824707,95.14163273829162,94.35997221099925,264.14366658528644,76.85999806722005,12.363376299540201,32.84472910563151,29.641429901123047,62.48969014485677,72.18555450439453,93.73353068033855,91.29928651507993,92.6380641761394,53.02002970377604,179.4090321858724,57.15369669596354,40.64500172932943,30.279450098673504,22.675756454467773,97.092529296875,104.66158372198356,95.66851562759686,27.139699935913086,95.01636823713167,480.10666910807294,88.7866694132487,129.45111083984375,27.686131795247395,59.20669809977213,178.8224639892578,75.22136942545573,96.78501570928121,129.45111083984375,265.0028076171875,127.01999918619792,92.02766418457031,31.984957377115887,548.8803507486979,26.73268699645996,50.69404856363932,254.61518351236978,38.37582778930664,48.440911610921226,312.4149169921875,22.782077153523762,3355.1599934895835,30.88059361775716,96.3455356936901,43.094739278157554,93.7435057010503,282.7085266113281,323.72129313151044,16.258894602457683,110.03384399414062,94.14648852971658,147.1793416341146,348.0884195963542,128.3007049560547,242.15808614095053,99.2944196922287,484.03806559244794
2020-09-13,237.24666341145834,17.631947835286457,47.62378946940104,142.61688232421875,130.73929595947266,75.10655721028645,196.39085896809897,56.967482248942055,141.2663828531901,22.849685668945312,32.78730901082357,193.94879659016928,454.0066630045573,18.829796473185223,140.59480794270834,314.8562316894531,1761.9678955078125,69.15987650553386,73.2514139811198,15.481958389282227,54.57015482584635,53.87145741780599,155.36933390299478,44.30645497639974,109.9629135131836,111.12327575683594,427.8929748535156,71.58810679117839,229.04666646321616,62.350608825683594,196.51127115885416,37.62666702270508,95.85642754691564,95.22655240044047,265.66822306315106,77.37999979654948,12.598587354024252,33.11415990193685,29.577028274536133,62.38225809733073,72.50963592529297,93.89532216389973,91.50608691474251,92.6475535180522,53.30823644002279,179.53394571940103,57.22689946492513,40.800001780192055,30.524455388387043,22.77928352355957,97.55447387695312,105.23786197002363,96.19427215582523,27.339448928833008,95.09454810840408,478.18333943684894,89.19473775227864,134.66222381591797,27.79994074503581,59.490430196126304,179.7083740234375,75.10655721028645,97.19210216201498,134.66222381591797,264.8503112792969,127.75999959309895,92.60533142089844,32.05889066060384,555.3360188802084,26.80080795288086,50.925252278645836,255.66454060872397,38.52237319946289,48.99853006998698,313.78057861328125,22.891647974650066,3369.3500162760415,30.913092295328777,96.81108081348077,43.32177988688151,94.09285760428568,284.9074401855469,326.4597676595052,16.307273228963215,111.12327575683594,94.97194150154345,147.52593485514322,350.87914021809894,128.46546936035156,243.32782999674478,99.53742147858662,485.8734944661458
2020-09-16,230.4633331298828,17.927648544311523,48.530967712402344,145.4829559326172,134.4487762451172,75.15377807617188,197.9185333251953,56.75692367553711,142.12750244140625,22.79033660888672,33.355804443359375,204.82887268066406,456.010009765625,19.24357795715332,142.73486328125,316.7669677734375,1784.041259765625,70.39939880371094,76.17450714111328,16.01711082458496,56.23591232299805,56.2750129699707,153.90499877929688,45.206947326660156,110.08773803710938,109.07084655761719,428.7263488769531,72.19591522216797,230.75999450683594,62.28098678588867,196.60714721679688,37.65999984741211,96.79729057417376,95.2176504112756,266.6585388183594,76.66000366210938,12.477117538452148,33.105472564697266,30.438413619995117,63.298091888427734,73.62075805664062,95.69804382324219,90.8943951470964,92.6813819033226,54.32656478881836,179.0699462890625,57.69159698486328,41.14500045776367,31.377769470214844,22.8280029296875,97.9794692993164,106.02045648160367,96.5382021867744,27.296030044555664,94.99278319191632,483.8599853515625,87.18065643310547,147.25332641601562,29.212841033935547,60.10920333862305,179.8299560546875,75.15377807617188,97.74788079930762,147.25332641601562,262.08221435546875,131.14999389648438,88.51799774169922,32.56219482421875,566.7205200195312,27.743574142456055,51.43048095703125,257.1715393066406,39.00109100341797,49.527957916259766,315.4814758300781,23.134124755859375,3385.489990234375,31.54908561706543,96.576695360952,43.54882049560547,94.89178998107688,285.1989440917969,332.35791015625,17.398860931396484,109.07085418701172,97.62073135267418,146.2806396484375,348.3255310058594,128.6735382080078,248.42318725585938,99.87439093909492,500.4945983886719
2020-09-17,226.9566650390625,17.91152000427246,48.5073127746582,144.4210968017578,133.92539978027344,73.90874481201172,198.05360412597656,56.39719772338867,140.13003540039062,22.56777000427246,33.10139465332031,200.80458068847656,453.79998779296875,19.204612731933594,144.1625518798828,312.2973937988281,1764.8348388671875,70.4570083618164,75.44412231445312,15.716676712036133,56.003273010253906,54.437583923339844,150.43649291992188,45.16206741333008,109.17568969726562,107.32968139648438,427.78759765625,71.34940338134766,226.97000122070312,62.096595764160156,194.5552520751953,37.060001373291016,96.39507325446934,94.56932445216842,262.4927673339844,76.55000305175781,12.42626953125,32.922950744628906,30.430356979370117,63.48341751098633,73.76890563964844,96.23731231689453,89.40568044677612,91.29568473209682,53.538795471191406,173.84986877441406,56.631717681884766,40.23833465576172,30.684982299804688,22.590496063232422,97.6561050415039,105.16843250909623,95.89998733428124,27.209177017211914,93.7365410630884,470.20001220703125,86.18377685546875,141.14332580566406,30.053911209106445,60.55290985107422,179.9167938232422,73.90874481201172,97.59412748934284,141.14332580566406,253.4296875,128.5800018310547,87.07599639892578,32.46284103393555,562.5881958007812,27.78444480895996,51.01088333129883,255.83555603027344,38.95226287841797,49.18022918701172,312.7066955566406,22.9569149017334,3357.010009765625,32.29649353027344,96.05104256046442,42.78256607055664,93.64112794673272,283.7661437988281,330.00518798828125,17.30814552307129,107.32965850830078,93.8461122543568,147.62411499023438,352.5163879394531,127.60701751708984,242.40591430664062,100.2870313123234,488.6267395019531
2020-09-18,218.52333068847656,17.6373233795166,47.89019012451172,144.04518127441406,134.6067352294922,72.12196350097656,195.48712158203125,55.879547119140625,138.18060302734375,22.443140029907227,33.073123931884766,195.87869262695312,453.0899963378906,18.798250198364258,145.7699737548828,309.6064453125,1710.592529296875,70.59687042236328,73.8967514038086,15.697896957397461,55.603126525878906,54.84479904174805,147.74549865722656,44.77613830566406,107.29401397705078,103.92516326904297,423.95367431640625,70.89225006103516,225.1300048828125,61.51899719238281,192.13900756835938,37.119998931884766,95.5516075308226,93.31320200614944,259.1427307128906,74.93000030517578,12.152837753295898,32.67959976196289,29.93929672241211,63.01609420776367,72.9448013305664,94.5732650756836,87.48007214004241,89.81238552494918,53.02964401245117,173.87669372558594,56.087467193603516,40.266666412353516,30.076684951782227,22.544822692871094,97.50829315185547,104.57715085038323,94.74403489621768,26.95732307434082,91.85262195730758,469.9599914550781,86.00016784667969,147.38333129882812,29.870710372924805,59.51155471801758,179.18724060058594,72.12195587158203,96.45655681826508,147.38333129882812,251.15216064453125,131.42999267578125,90.13400268554688,31.9136905670166,552.869873046875,27.47382354736328,50.11174774169922,253.64942932128906,38.45398712158203,49.25540542602539,309.10662841796875,22.89755630493164,3319.469970703125,32.23614501953125,94.89466166683452,42.63782501220703,91.86718059291506,286.5946044921875,325.9509582519531,16.990652084350586,103.9251708984375,94.41655042930752,147.36643981933594,352.1319274902344,129.34983825683594,240.6710968017578,99.5873431114651,496.2090148925781
