Date,Open,High,Low,Close,Volume
2020-01-01,100.0,100.0,100.0,100.0,1947494900
2020-01-08,99.76201274186995,102.19848968976781,101.14058958681031,102.84414387654164,2791839800
2020-01-15,102.32012224130027,102.91827460543612,103.39613785198875,103.86836654515139,2005228800
2020-01-22,104.04101890576769,105.26270230799011,101.80191455883731,104.71331295248234,2959139600
2020-01-29,105.0340009922883,105.66229231267124,103.22680323225899,105.77432034893037,2996120900
2020-02-05,106.92021162401876,108.44179390089342,106.63876425074767,108.56455036835781,2930378500
2020-02-12,108.83539184553558,109.80547709146818,108.92603224845394,110.09945101073362,3428028300
2020-02-19,110.51831412683481,110.34722186501847,101.6135128389133,101.03126892571876,5703023600
2020-02-26,101.15895626584957,102.66113145525098,92.80658368127412,98.29637242165663,7222633400
2020-03-04,99.82770514664865,101.86269061222886,91.51032390048421,96.88066555786176,5205892900
2020-03-11,94.46397000904592,95.41652242910584,81.34411397088542,89.34380028131496,6724794800
2020-03-18,84.06812509328073,91.89099041136626,78.87451672177222,88.62561657865177,7330145900
2020-03-25,88.4431193960879,94.41650486502314,86.77824387195894,92.63846172723424,6068323100
2020-04-01,89.5462625131756,97.86555244779468,88.5558825489219,95.43049616881251,5421763500
2020-04-08,96.42911025906771,101.54301339215253,95.75440777901935,102.09604966502029,3432702800
2020-04-15,100.10992206090405,103.52709148139903,98.43618610664693,98.2662835071807,4544161800
2020-04-22,100.00257689038948,103.73550636641053,100.39445908685623,101.57724176051761,3570816800
2020-04-29,103.44338652531862,104.57455420740385,101.288086913718,103.80842834178017,3495740300
2020-05-06,104.25308692826181,106.87860602250802,104.20724571735904,105.06058281528072,3343006100
2020-05-13,105.18505500695892,109.34076777953257,103.41674327016332,108.0618931801594,5325499300
2020-05-20,109.10672551726617,110.30416488946354,108.75114574446523,108.51474317634798,4130795700
2020-05-27,108.60710504598747,109.52847081239783,107.02729502301828,110.32595141514663,4711533000
2020-06-03,110.42852748390362,112.88986845652344,109.99105116424244,112.6857652810309,3423933100
2020-06-10,113.12743840971847,115.19094691831977,108.42938147401091,113.17826767941797,4434058100
2020-06-17,113.58676243735127,115.06272523058851,112.92949882123318,114.65271514940592,3528824100
2020-06-24,114.17336502903038,114.01077367518471,111.17651002582214,114.33580366630294,3746014700
2020-07-01,114.28815534554815,117.51051021535477,114.95450688414668,117.00219903922911,2454091200
2020-07-08,117.7647735570859,121.92010713244264,117.3045217263335,120.05387373321432,3877501200
2020-07-15,120.83605163570073,121.38315227839121,119.53316960925471,120.9410055134278,2735855100
2020-07-22,121.05052416499369,120.56282715983077,115.28638911606448,116.10082544451805,3434157100
2020-07-29,116.48853416143783,121.31033339362118,115.172616285327,120.65683684798503,3644268200
2020-08-05,120.96894662655735,122.27718531715122,119.84870431731396,119.11621736561958,3205665000
2020-08-12,120.16795584383198,124.81406064515836,121.07034220608186,124.83154952945168,3701497800
2020-08-19,125.11140992614871,128.2536110643608,124.7222612661498,127.99449627562088,5179165500
2020-08-26,128.29422694945518,134.75996811606717,129.24633933155317,135.02761253515953,4012828800
2020-09-02,138.00349366976673,138.3884479287401,124.05275382756467,123.0780182837085,5981077000
2020-09-09,125.8999554891474,128.32750818834978,123.58440257897927,126.5091219643299,5625392700
2020-09-16,126.91172087071871,126.14576665551502,120.92353352818459,123.95733307711023,5304057900
2020-09-23,123.7754745360307,125.69729133321097,121.14494168385113,125.50969855100035,4539780100
2020-09-30,125.2604185889869,128.6848056103664,126.36051563815931,126.64252409222794,4357937400
2020-10-07,128.2603883732525,133.77586720239862,129.3313152683994,133.50303398931956,3348530200
2020-10-14,133.6624812951772,132.9420156142624,130.38759804813296,129.83998280324533,2526522100
2020-10-21,129.40567347243297,130.0802333994266,126.39755074886152,126.47231885993982,2545679500
2020-10-28,124.16601001364339,125.49065234012696,121.2154303671999,124.64021190682612,3230289000
2020-11-04,127.22263514680768,135.84770538469962,127.00242055911741,129.41431036632358,3876684300
2020-11-11,130.85613745270456,132.9572354633916,131.12330889347174,131.83010983881192,2959829600
2020-11-18,131.92371946978193,132.39413686247633,130.3225979545907,131.77043254198395,3192054500
2020-11-25,131.88593585040022,134.24628205594001,132.8497699397519,134.87913450518616,1923240100
2020-12-02,134.32672437383752,135.75768696200075,135.34846553750444,135.67770579151951,2219813200
2020-12-09,136.045798362219,136.6901843056975,134.22026888231485,136.85808579003245,2442383000
2020-12-16,137.32000805215375,138.422563296561,135.4149515698255,136.77223291177935,2885293500
2020-12-23,136.78456673993614,138.39339956469377,137.39868578679753,137.94735185765188,1441017300
2020-12-30,138.37736860585267,138.93347842892035,136.91192809881332,138.0578745494985,2226953400
2021-01-06,136.25449392519968,142.97571463504462,136.78297838632466,141.19875854880266,3442030100
2021-01-13,142.1521879884556,144.21127827952023,141.38824247096184,142.72675927672717,2106846600
2021-01-20,143.49389756862664,151.2643204318427,144.11820391352578,149.14855924659088,2758161600
2021-01-27,148.33182371643193,149.98770167854238,143.7704740679733,147.30480891462966,2894721900
2021-02-03,148.8902630011476,152.16407327210993,149.70611445827106,152.38744218466115,2368780800
2021-02-10,153.5436890858405,155.50581327570947,153.85267689442836,156.2250445373426,2308774900
2021-02-17,154.7905247462188,154.8337807241774,147.2912377532596,150.1464355794233,2744756300
2021-02-24,149.17163252926505,151.430868114937,147.59020695958012,148.16036516082454,3775790100
2021-03-03,147.67514398809553,148.27030170388974,141.97703812987208,145.9503072550878,4161302300
2021-03-10,147.28640282970744,149.92428309425932,145.65504789650527,148.67711264760163,2593911800
2021-03-17,147.36050482378232,148.19112975122414,145.41738912057028,146.00115363899573,2822832200
2021-03-24,147.05239654538403,146.4526358919814,144.28051425926435,145.70376416272535,2524830700
2021-03-31,146.25684425276359,151.5590430207451,148.0660673454518,152.0051903950178,2046277300
2021-04-07,152.1175766352188,157.7660618993771,153.6235592288336,158.50714287740067,3275063300
2021-04-14,158.2188339712504,159.41811932180576,157.65266068415355,157.3437068976126,3077673800
2021-04-21,157.0399987677056,158.00231093341625,155.85613852944516,156.48649290815925,2123541000
2021-04-28,156.84255453324317,157.38808159802963,152.5840403653574,153.23987839168686,2503561900
2021-05-05,154.61229706790468,155.75972325659183,151.8468037876126,152.75629948486502,2338833100
2021-05-12,151.00671390428616,153.54504067542413,150.66504881596703,152.39099954147594,2319227000
2021-05-19,150.0611376433526,158.2105623258226,152.27954648589534,158.71442596381763,3277182000
2021-05-26,159.1642384990389,159.4449963254264,159.7081556589295,159.67855105404539,2816925800
2021-06-02,159.92657698406242,165.9095820553242,160.88969469669908,165.0407080475024,3559494100
2021-06-09,165.502181307386,167.410922217379,166.26607543020347,166.52102707102947,2497718200
2021-06-16,166.81411012416788,169.25945099524046,165.8601274607314,168.82338121229176,4496320100
2021-06-23,169.16454485457396,172.81887759686322,170.95654629989062,173.4393047376804,2684794200
2021-06-30,173.5481371551696,176.61603377895761,175.68566171899366,177.67485001902318,2363323200
