Date,Open,High,Low,Close,Volume
2020-08-27,100.0,100.0,100.0,100.0,208129644
2020-08-28,99.82365571018917,99.52799744331722,100.7563507834993,100.44765017732257,127050482
2020-08-31,99.78440602662741,99.72410411928773,100.50256664404742,100.00313145872954,161309283
2020-09-01,99.64470580309843,100.00212801708102,100.86996349159907,100.92101622301496,137617844
2020-09-02,101.05124352192323,102.40366075122654,101.88548327053937,103.51153943164584,193469850
2020-09-03,101.71613707021397,101.21146193494702,98.38622768685715,98.82946519945207,323622173
2020-09-04,97.17835130963194,97.54942398281959,94.25380178346543,96.61818507754212,327778837
2020-09-08,92.96208541962645,94.06734980566702,93.62440530521948,93.07192484435754,259154274
2020-09-09,93.9874079804558,94.90335376379657,94.69311552783805,95.16562051155078,215557952
2020-09-10,95.17449773426806,95.37252725519956,93.8423383463883,93.1761782841382,204075606
2020-09-11,93.23328631160385,92.99528429923265,92.51321806926133,92.62857483422661,188831313
2020-09-14,93.01795269698131,93.55050186610384,93.36381333455873,92.657042859965,191530609
2020-09-15,93.18931901545173,93.31853751070102,94.23855753197532,94.07390653521402,146823699
2020-09-16,93.57515722942205,93.75440790127533,93.25557492106012,92.6813819033226,171846166
2020-09-17,90.33380295028003,90.8479101876209,90.70658451848195,91.29568473209682,237599880
2020-09-18,91.01242050827639,90.54213741132281,89.69072954758664,89.81238552494918,329903714
2020-09-21,87.76421453423588,88.06378045111423,88.07852958641165,89.07610509985406,249370824
2020-09-22,89.79609828454683,90.29293135963539,90.12779364076017,91.35453996574894,239830059
2020-09-23,90.77976719380295,90.31993896650089,89.38102506771038,88.71235216790521,205345712
2020-09-24,87.61333540264708,88.87099560547662,88.64886447794774,89.14056746901069,200058625
2020-09-25,88.77679774927468,89.66990897032976,89.36496739661689,90.69019350662381,173508170
2020-09-28,91.6925638206695,91.4517834148375,92.1667579572421,92.12060001090848,169769823
2020-09-29,91.63987333246618,91.52529437537345,92.34937576847068,92.05921144019413,148357604
2020-09-30,91.53292713566792,92.30318203617855,92.66943691404937,92.47231822326907,196228711
2020-10-01,93.09517259199143,92.86088884177089,93.84107678371366,93.59041237117592,182849638
2020-10-02,91.18674281371003,91.78438650813902,92.0268948249595,91.53430879657706,196066159
2020-10-05,91.62367730029044,91.98327279311255,92.89466956873575,93.22734556611395,134452723
2020-10-06,92.12519281251197,92.22925843896357,92.11943888058133,91.44337528143262,179135626
2020-10-07,91.43991006444438,91.70256342658188,92.28160432173135,92.75233741254866,174055408
2020-10-08,93.69631726172814,94.29110863493115,94.57610628461336,94.66183907731832,152248789
2020-10-09,94.50776763061688,94.7559511980423,95.09962646316151,95.47401655011421,180427770
2020-10-12,96.29328992676363,98.00274672442805,97.17322534459271,98.22932330224963,298957015
2020-10-13,98.05505929722702,97.81007395954173,98.42553928684569,98.08082852887023,206634881
