Price,Close,High,Low,Open,Volume
Ticker,ARE,ARE,ARE,ARE,ARE
Date,,,,,
2020-09-15,135.52430725097656,137.28823909913143,135.19305825771383,135.5491502936543,624600
2020-09-16,136.34417724609375,137.92591849252685,135.30900825806268,136.58433089132726,668600
2020-09-17,134.19105529785156,136.18686465412003,133.5202676424581,135.04404638936737,1118600
2020-09-18,131.96334838867188,134.44775397387681,130.51411179730232,132.8908557635195,3441800
2020-09-21,129.0980224609375,130.81226874410248,127.69019485771109,130.58037921482074,835700
2020-09-22,131.7977294921875,132.43539721887083,129.263637466167,129.263637466167,897300
2020-09-23,129.62799072265625,132.62583584580403,129.23048939893826,131.61550997758553,736100
2020-09-24,129.66944885253906,132.36088903546522,128.85787965863304,129.80195355580568,1225300
2020-09-25,131.25946044921875,131.4996141544029,128.9406788099134,128.98208810703989,1134300
2020-09-28,133.61962890625,134.530570108064,132.37742601949716,132.94882873287685,1357300
2020-09-29,133.31951904296875,135.01176257202806,132.54426623282205,132.9777478977986,714500
2020-09-30,133.3778839111328,135.99542437409255,131.9607464385583,134.16148101429573,1627300
2020-10-01,136.037109375,136.06211671098427,133.41122461749444,133.87805790231567,671700
2020-10-02,137.30419921875,137.7960271066378,133.85304702525104,134.77001233353076,779900
2020-10-05,139.21315002441406,139.32985515036887,136.21214289999773,138.42955301304397,654800
2020-10-06,137.62928771972656,139.9467270759459,136.97907165401924,139.5215769961266,630000
2020-10-07,135.97874450683594,138.2545137412825,135.95373717194363,137.78768047684582,670000
2020-10-08,138.4545440673828,139.20480212022994,136.12042910280823,136.37051512042393,593000
2020-10-09,137.67095947265625,139.30484391009728,137.17913164992157,139.30484391009728,529400
2020-10-12,139.12982177734375,139.4799499707637,137.12082675456753,137.78770610226135,597700
2020-10-13,138.06275939941406,140.12178122228576,137.6126146986616,138.6713050710465,835400
2020-10-14,135.27015686035156,138.1377827776326,135.10343708560572,137.84601363189978,486200
2020-10-15,134.98675537109375,135.86205032259986,133.80302811778245,134.21150248712715,483400
2020-10-16,135.09512329101562,136.26218741720032,134.64497852571006,135.05344015795433,696300
2020-10-19,132.16082763671875,135.84540350093306,132.06079827711582,135.62032472191808,1148200
2020-10-20,133.39456176757812,133.94473588007656,132.52759838562386,133.06110942070862,540400
2020-10-21,133.44456481933594,134.4282205371552,132.46089638161138,133.37787435576942,619900
2020-10-22,133.51126098632812,134.2698507319098,132.92773530507526,133.21116024741153,488700
2020-10-23,133.82797241210938,134.56155453559714,133.21110809908637,134.41984211990535,387200
2020-10-26,130.73533630371094,133.25284742778874,129.90172452804734,132.7693510715151,823700
2020-10-27,130.17677307128906,132.1941113466734,128.43452811344378,130.41851480614963,811300
2020-10-28,126.85071563720703,129.0014357696423,126.72567894574877,127.88439892625652,902100
2020-10-29,126.30054473876953,128.25120641173493,125.37523494515428,127.20919145135329,618300
2020-10-30,126.3088607788086,127.0841136305663,125.10845777746191,125.95040109817292,832800
2020-11-02,129.1431427001953,129.1431427001953,126.95908378403283,127.5092706425783,1104500
2020-11-03,129.8350372314453,131.0687791279937,129.1181305780645,130.2601746682535,908400
2020-11-04,132.24415588378906,133.4612345285374,130.13511935931615,130.55192519766896,1140100
