Price,Close,High,Low,Open,Volume
Ticker,NTRS,NTRS,NTRS,NTRS,NTRS
Date,,,,,
2020-09-15,67.53816986083984,69.63051089186438,67.16085956600925,69.63051089186438,1603100
2020-09-16,71.3626937866211,73.66084373039604,67.74396450910595,67.83829207168363,2867600
2020-09-17,71.08830261230469,71.62853704621983,70.247931394977,70.47946511118963,1988100
2020-09-18,70.09355926513672,71.68854417365303,69.95635970929656,70.79672416247801,2014600
2020-09-21,68.17272186279297,69.59620573635524,66.62061544600874,68.34422294865362,1648400
2020-09-22,66.70637512207031,68.73011961557376,65.97748559384573,67.81257494166441,1574600
2020-09-23,65.16282653808594,67.77826048188771,65.05135149251363,66.65491338258927,807400
2020-09-24,64.50255584716797,66.26904222594845,64.09952102272428,65.583031210646,1017700
2020-09-25,65.56587219238281,65.62589823344096,63.482101706581666,63.65360935413909,875100
2020-09-28,67.40953063964844,68.24132464168122,66.6463396886249,66.97219436739829,679300
2020-09-29,66.42338562011719,67.43525776353242,66.08895391141063,67.19515361803512,607900
2020-09-30,66.8607406616211,67.76970847946781,66.37195521624231,66.99794026509365,798100
2020-10-01,66.07181549072266,67.56389612999278,65.62590212299251,66.69780044995201,772700
2020-10-02,67.23805236816406,67.82115887254804,64.93132469850109,65.02565229005715,514800
2020-10-05,69.31322479248047,69.49330289984822,67.98406844555777,67.98406844555777,659100
2020-10-06,68.76441192626953,70.53089797656932,68.5328782631184,70.05068970091821,1034600
2020-10-07,70.52233123779297,71.52563302042849,69.83632025007289,70.13645046609717,889100
2020-10-08,72.24594116210938,72.45174379172273,70.33367182897784,70.82245716327685,532800
2020-10-09,73.0777359008789,73.37786610143233,71.50847529782402,71.70570745381494,703800
2020-10-12,74.0124282836914,74.33828953884344,72.57179677377866,72.90622850444164,658700
2020-10-13,71.97152709960938,74.08102179911339,71.705698461363,73.35213239136415,835900
2020-10-14,72.3659896850586,73.30068830365944,71.962954921042,72.15161004822826,691200
2020-10-15,74.62127685546875,74.83565653753638,71.69714139408754,71.74001994744054,943300
2020-10-16,74.92998504638672,75.45307200047954,73.9867157421099,75.03288965029554,700600
2020-10-19,73.24067687988281,75.42734568642383,73.08632324887473,75.00716334625965,723000
2020-10-20,73.5407943725586,74.88709826535282,73.30926069501483,74.17535628230716,807900
2020-10-21,73.54937744140625,77.57114231566185,72.88909090828226,73.00056598619061,1823000
2020-10-22,73.5407943725586,74.02100267806048,71.92008479914223,73.58366637563698,896700
2020-10-23,72.3831558227539,74.66415213800859,72.10874356107377,74.66415213800859,931600
2020-10-26,70.51376342773438,71.73143837441043,69.43328806685012,71.54278321939194,751700
2020-10-27,69.2017593383789,70.63382059885865,68.87590457413225,70.27365775776116,884300
2020-10-28,66.71495056152344,68.40425672984371,66.35478777267168,68.03552346537126,896800
2020-10-29,67.13512420654297,67.64963399850629,65.36863818860836,66.46626082275596,811200
2020-10-30,67.11798095703125,67.37523916552148,65.34291763702305,66.63777261302069,866700
2020-11-02,67.78684997558594,68.68724060712316,67.10940947623055,68.40425789049092,859000
