Price,Close,High,Low,Open,Volume
Ticker,BK,BK,BK,BK,BK
Date,,,,,
2020-09-15,30.07792854309082,30.94912937510837,29.741525499413964,30.793865925648923,6877500
2020-09-16,30.681737899780273,31.19065637596362,30.052059664918954,30.077935815933763,6385200
2020-09-17,30.67310333251953,30.716231333241634,30.23318916996968,30.267692886729577,3181900
2020-09-18,30.535099029541016,30.940506281445362,30.491967728089293,30.578227040536415,5827000
2020-09-21,29.301612854003906,30.034798762752448,28.784066956249948,29.732899456904377,4781100
2020-09-22,28.878952026367188,29.474126384534365,28.508045265486594,29.206730782822184,4801700
2020-09-23,28.680561065673828,29.500006325641397,28.663309205516462,28.991087967594666,4213800
2020-09-24,28.585676193237305,28.835823218574802,28.180265723928656,28.732315352745943,3805800
2020-09-25,28.809953689575195,28.87895785248607,28.16302362131039,28.309659524031304,3460900
2020-09-28,29.577640533447266,29.853663738218824,29.206733735074952,29.301617328675704,3291600
2020-09-29,29.215356826782227,29.4655038741519,29.008341076891202,29.396499721006897,4204900
2020-09-30,29.620769500732422,29.77603296974762,29.215358966030927,29.215358966030927,8480000
2020-10-01,29.4741268157959,29.939917167501676,29.249859215227858,29.724273851762614,8063900
2020-10-02,29.965795516967773,30.146935105914842,29.163602148252743,29.223982011235098,5850600
2020-10-05,30.51784324645996,30.742110849098438,30.198688767091497,30.224568202729092,3655500
2020-10-06,30.388450622558594,31.225147601899156,30.328070767395392,30.88011703771915,5064200
2020-10-07,31.449424743652344,31.630564364310516,30.552347635931405,30.552347635931405,6004700
2020-10-08,32.07048034667969,32.09635649659814,31.458054001928662,31.578813755490103,3642000
2020-10-09,32.519012451171875,32.760531910217054,32.04459781785205,32.17398183214518,5888400
2020-10-12,32.6139030456543,32.777790815165766,32.38963210794749,32.450011985686274,5554000
2020-10-13,31.811702728271484,32.63977226759315,31.630559843049486,32.63977226759315,4178200
2020-10-14,31.561565399169922,32.05323204499335,31.552941111724277,31.81171251103289,6360700
2020-10-15,32.11360549926758,32.11360549926758,31.242407861571035,31.285535871078668,8067800
2020-10-16,32.79503631591797,33.42471441192008,32.32924595762953,32.93304790832315,7351400
2020-10-19,31.880706787109375,32.95029907352616,31.81170263759053,32.838163628795215,3852800
2020-10-20,32.001461029052734,32.52763115203753,31.897953177295896,32.2429837370924,3375700
2020-10-21,31.83758544921875,32.36375577261162,31.785829858399993,31.854837312825005,4221400
2020-10-22,32.398258209228516,32.46726237044819,31.527057229328232,31.751328156819085,3810600
2020-10-23,32.493133544921875,32.92442018049847,32.424129394266686,32.665648857243696,3727000
2020-10-26,31.68231964111328,32.23436607415619,31.354540837572944,32.061850741216205,4531100
2020-10-27,30.934186935424805,31.743208369038076,30.89068851892644,31.586623361341104,4361700
2020-10-28,29.646717071533203,30.525330125301682,29.585819943326282,30.34264869607216,8743800
2020-10-29,29.855487823486328,30.09906300472823,28.872482770175424,29.533620145636245,6401300
2020-10-30,29.890289306640625,29.90768801031356,29.263949248268588,29.71630558837468,5521500
2020-11-02,30.534025192260742,30.69061020912062,30.02947605229494,30.464433695024944,5640000
2020-11-03,31.308252334594727,31.60402366203513,30.977683599581706,31.16906602276768,6011500
2020-11-04,30.186059951782227,31.012480106071003,29.91638502862511,30.56012377616069,7630300
2020-11-05,30.968982696533203,31.256056332314007,30.325247246510383,30.3513436430492,6184300
2020-11-06,30.5079288482666,31.18646171018835,30.377440227836974,31.099471508877574,4336500
2020-11-09,34.06588363647461,34.84880874813715,33.41344714957701,33.439543547144574,9647200
2020-11-10,34.11808776855469,34.37906176095549,33.43085371107657,34.07458933776759,6627700
2020-11-11,33.578731536865234,34.53564042303871,33.256863783139416,34.53564042303871,6169500
2020-11-12,32.821903228759766,33.396047182790475,32.47393910664435,33.16987066933863,4461000
2020-11-13,33.67442321777344,33.89190206054148,33.09158151201768,33.23076783865068,3872500
2020-11-16,34.54433822631836,34.74441836134956,34.11808155730608,34.596534342681885,4664800
2020-11-17,34.30946350097656,34.52694235934132,33.787515568286764,33.95279830599693,3870900
2020-11-18,33.70051574707031,34.97928881322609,33.68311704514439,34.49213843315268,7207400
2020-11-19,33.48303985595703,33.57872774715764,32.847998795180345,32.93499231235822,4173100
2020-11-20,32.952392578125,33.143771688063204,32.63922253836345,32.82190395540318,6106300
2020-11-23,33.535240173339844,33.778818757635236,33.16117626169088,33.343861029528455,4093500
2020-11-24,35.3968505859375,35.52733920177425,34.05718361320189,34.10067871232636,6188900
2020-11-25,35.11848068237305,35.362059229521115,34.64872892969067,35.18807550111924,5737400
2020-11-27,34.75311279296875,35.49253938322767,34.674820292479666,35.49253938322767,2259200
2020-11-30,34.03108215332031,34.84880457615363,33.87449714973364,34.81400717125367,6200700
2020-12-01,34.32685852050781,34.883603807162366,34.222469608876004,34.62262986885101,6028400
2020-12-02,34.78791427612305,34.92710059126047,34.178972902972994,34.318159218110424,4778800
2020-12-03,34.901004791259766,35.04019112201246,34.45734939900553,34.814014578963295,5286700
2020-12-04,35.362060546875,35.49254585918971,35.00539538367282,35.00539538367282,5224300
2020-12-07,35.09238815307617,35.29246830133242,34.68352684402941,35.04019203326255,4652300
