Date,Open,High,Low,Close,Volume
2020-01-01,100.0,100.0,100.0,100.0,111745300
2020-01-08,105.83801388397488,105.84049012830504,107.73111109954299,104.14017682320838,141584800
2020-01-15,108.41079985715722,106.10885361348791,108.25920905551607,103.60250100478898,102644500
2020-01-22,111.58003430584886,105.26278611869401,105.43393072770493,102.47611108140035,119786700
2020-01-29,110.29738868879387,103.12516294488346,107.00381982084923,103.30577007936027,94378900
2020-02-05,110.33598821391217,107.03506063946013,111.79219750733218,107.6624822836413,90367000
2020-02-12,114.83335920690155,114.05232963767698,116.24862980518903,114.12513968908233,96641200
2020-02-19,125.80254696917217,124.46966617376194,117.23472709603413,108.16813647869485,284868600
2020-02-26,114.69470827584927,109.66530761961383,100.7249577260864,102.08839051767502,233920700
2020-03-04,111.59992547402284,106.5773878947828,97.85592225947558,95.89348091798622,179088900
2020-03-11,99.68613631965145,92.68582871902827,72.67393849912425,78.4645448469296,225059100
2020-03-18,77.3520572059633,85.04900245976549,70.78481927531466,81.13966387686473,202711400
2020-03-25,88.14303492683979,91.46820347334277,84.8655597943342,85.59325886466166,152802500
2020-04-01,88.03462555350934,88.61134932601567,84.4816985295648,85.63008772657413,115538400
2020-04-08,92.46269955429575,96.35597305915144,92.91603733383404,95.78884064118658,110041800
2020-04-15,101.08554188002773,99.1149895690696,98.33816090446238,92.65564627822215,111747400
2020-04-22,101.81233197335138,99.18164653198237,102.62131644259604,96.64260994563148,85034300
2020-04-29,105.4629193898167,98.19237892539768,97.30984265634385,93.78523366962207,98190100
2020-05-06,101.45129764152314,97.14930157563953,99.67444982801489,92.8287457695306,95442000
2020-05-13,99.4813334432916,96.52106665117714,95.10558374621162,93.91723359850022,127442400
2020-05-20,102.17342595507097,97.37525194113805,101.53062858740337,96.84243741380128,63780100
2020-05-27,105.36986265298539,102.78072248533171,103.43619703349428,100.1133212126819,124561600
2020-06-03,108.27747488899445,113.23754505176868,108.53979711844386,111.945172061272,150108500
2020-06-10,122.32864115420314,117.81306008832966,113.72656411892609,112.51191399215604,152610400
2020-06-17,122.4504245825703,125.11274133987565,118.7597663627078,120.75211461292577,160371700
2020-06-24,139.54586101354536,135.0707780716952,133.21550297425338,134.47728123317788,277263000
2020-07-01,152.21665938304366,155.22926860350205,153.75447807484377,147.4308791711464,224006200
2020-07-08,166.5342956228087,155.50330561061045,154.46444805119663,148.67461834070366,207059100
2020-07-15,165.36752182571968,158.03185939690465,161.14727774563912,153.7489005395281,148789200
2020-07-22,168.190603976118,155.24406454734475,159.73811797085145,144.7195274142879,127628700
2020-07-29,158.72133840534067,156.05547355485723,150.09778940539329,157.3449124955612,131942200
2020-08-05,171.53574813859538,189.69237481841049,173.0825632019364,179.02132899389073,224769900
2020-08-12,189.23903440903015,194.2940747138563,189.85028175286018,195.0113362862061,208488800
2020-08-19,218.75885677673242,207.14247882201948,210.32032588702364,197.20937667587523,221029500
2020-08-26,218.97751213500416,207.9150676199441,220.72336611821774,208.44197655962424,146146800
2020-09-02,230.94508337736946,206.63989938565337,192.65902756427352,182.42597463137156,160442400
2020-09-09,205.08380908694576,195.76682771132187,204.69080579620743,193.99195007820353,118136200
2020-09-16,214.92081800204173,199.66323547355094,205.22259609490803,188.34598037236083,184180000
2020-09-23,210.2602366891921,194.05543400402917,191.67141850549888,193.54459960739334,171658100
2020-09-30,215.98192097852612,225.35873429675607,215.4635234699987,225.9258525864949,225526900
2020-10-07,257.2158422244079,254.19296875626733,263.33066315084733,240.68967666468583,259054500
2020-10-14,272.68796186153276,245.69078822114912,259.82866897319457,234.34153533682468,146711800
2020-10-21,261.0865343624725,233.18581574754077,239.6373458603558,220.39360488153602,164897100
2020-10-28,244.90006751866295,248.0923529775977,237.24974283590004,242.2787154485386,222873900
