Price,Close,High,Low,Open,Volume
Ticker,WTFC,WTFC,WTFC,WTFC,WTFC
Date,,,,,
2020-09-15,38.50025939941406,39.114724631658966,38.0050193910666,39.10555157678473,395800
2020-09-16,38.582786560058594,39.31647327352711,38.060034558056394,38.610298718534224,330700
2020-09-17,38.92213439941406,39.07804486759535,37.610667248841935,37.80326294465363,331900
2020-09-18,37.82160949707031,38.83042887249009,37.5281311439612,38.83042887249009,1516900
2020-09-21,36.03322982788086,37.3813782916816,35.78560986551057,36.776086216496935,446900
2020-09-22,35.07944107055664,36.70272543011165,34.92353412285417,36.04240541985324,304300
2020-09-23,34.657569885253906,36.5284741610678,34.57502988783579,35.593022023160856,603200
2020-09-24,34.547508239746094,35.38208112382019,34.25403352164086,34.730930813185516,410900
2020-09-25,35.45545959472656,35.574684831043776,34.18984727438625,34.22653250071397,267400
2020-09-28,37.207130432128906,37.5097782325542,36.088255773822006,36.088255773822006,360000
2020-09-29,36.987037658691406,37.55564472045237,35.99655745578905,36.831127182977056,370100
2020-09-30,36.73023986816406,37.75740167100744,36.381737230263504,37.14293990008636,302300
2020-10-01,37.59232711791992,37.59232711791992,36.34505740014959,36.500964365623,239200
2020-10-02,39.28896713256836,39.426534943004874,36.81277103417433,36.81277103417433,276700
2020-10-05,41.627601623535156,41.7468268437798,39.16974776684943,39.93095036730219,345800
2020-10-06,41.58174514770508,43.27839633464063,41.508374707937314,42.53553987371523,821400
2020-10-07,43.03995132446289,43.8470087054742,41.95776177902588,42.27874872110665,406100
2020-10-08,44.69075393676758,44.72743916331942,43.34260159820147,43.736959037394335,353700
2020-10-09,44.30556869506836,45.14013834122675,43.80115558599266,45.12179572830621,276900
2020-10-12,44.87417221069336,44.99339743615407,43.35177044167853,44.05794524095285,262000
2020-10-13,43.64524459838867,44.65406372650247,43.406797649405625,44.65406372650247,455800
2020-10-14,42.78315734863281,44.30555889949108,42.78315734863281,43.8928589462625,247900
2020-10-15,43.315093994140625,43.70028191655283,42.187049397462786,42.187049397462786,354700
2020-10-16,43.42513656616211,43.97540440505523,42.78316266852984,43.60855917912648,414400
2020-10-19,43.5810432434082,44.544007505089,43.397620646303515,43.76446584051289,427900
2020-10-20,44.73659896850586,45.461116291735046,44.25970162277886,44.90167895350732,309100
2020-10-21,46.23149108886719,46.46076847048198,44.47064247734327,44.73660158116007,667200
2020-10-22,46.167293548583984,47.1119152381816,44.11296667679948,46.754243083809506,672800
2020-10-23,46.00222396850586,47.570480768927474,44.82832463230666,46.231501401263266,892200
2020-10-26,45.048423767089844,45.571175973073416,44.11297153046252,45.36024117929895,359700
2020-10-27,42.948246002197266,45.11262180790018,42.87487555192143,45.00256963098205,215300
2020-10-28,42.44382858276367,43.205031183668325,41.72848425786167,42.031132086701916,274600
2020-10-29,44.333072662353516,44.48897959558749,41.36163639044184,42.13200849808597,371000
2020-10-30,45.14930725097656,45.222677701606564,43.63607844093697,44.1038028189685,262100
2020-11-02,46.06641387939453,46.63502084059847,44.90168429055255,46.05724432291344,412000
2020-11-03,46.680885314941406,47.27700452321329,46.048077380388825,46.77259488590758,509800
