Date,Open,High,Low,Close,Volume
2020-01-01,100.0,100.0,100.0,100.0,787354876
2020-01-08,101.69655657575667,103.08108068318514,102.328030775904,103.07901265968299,1078165224
2020-01-15,104.80103077610596,104.90464489462572,105.44648803378401,105.38215108472603,803413873
2020-01-22,108.0680289903217,106.10402114622042,104.07857591676934,104.02793636949208,1052984824
2020-01-29,106.46048741877964,107.33376993498673,103.90195140428857,107.24796983732313,1425660944
2020-02-05,110.32300191233612,110.20926153398572,108.30211805496971,108.97032903846429,1012335138
2020-02-12,111.48023121326366,110.09241552730002,110.67808946912227,109.87872081901673,739258132
2020-02-19,112.09320299386081,109.9265089265047,102.56854742804877,101.08074394982286,1312048352
2020-02-26,102.7349915808518,102.52350651041668,93.70580389813439,96.82184129370626,2470698031
2020-03-04,100.24295194876827,99.26604942673511,89.29681878393438,93.48141629767416,1963084188
2020-03-11,92.57731984690612,91.52195096806086,75.84315746511068,80.50723071800918,2739798130
2020-03-18,76.8685912059171,83.41946663596178,71.5799678626057,83.20586601793259,2660741664
2020-03-25,85.09415592656173,88.04704408970163,82.51973609301334,84.92914819783131,1995633862
2020-04-01,83.20076004820434,89.86577464878047,81.04931428700017,87.248631459448,1591721455
2020-04-08,89.73076733594736,93.62201335356264,89.36653736669173,94.13342472834302,1149061587
2020-04-15,93.66308469529571,95.24447207343172,90.63578297404452,90.07452072953627,1420189614
2020-04-22,93.58702583328005,95.5871027525286,93.32528067260368,93.8018479772211,1124763472
2020-04-29,97.89907443590943,98.4439717936206,95.18566465282579,96.68256769906729,1467923265
2020-05-06,99.00483422828245,101.3359089673808,98.90590153413793,99.2945213903227,1124988378
2020-05-13,101.07797280913877,100.48302197122207,97.06455968216704,99.98195790748355,1265425464
2020-05-20,102.73160220191828,102.22937306281734,102.23082681870365,101.12271500984735,756264618
2020-05-27,103.13297043899841,102.8934808324804,101.97755116559667,102.47902432730642,1008900035
2020-06-03,104.53903701342148,106.01336311053075,103.66771974280658,105.9325911496244,1000092708
2020-06-10,107.80141593288897,106.82160153633636,102.37977130734619,105.55841757817575,1421924328
2020-06-17,107.85214751044059,108.48190962391199,106.0254185634904,107.0978563862446,1275388856
2020-06-24,108.34017294352104,106.54382664597733,104.4762998083808,106.26718319184131,1341731393
2020-07-01,108.09881852554825,109.91872592212557,108.23195551359343,108.65061782272147,834931210
2020-07-08,111.23574965825327,111.94725774593338,108.82887137352786,109.35022401503653,1147567123
2020-07-15,112.46162059270013,112.84043579620054,110.2580190298106,111.12991981110817,980564367
2020-07-22,112.92502360245835,111.76620101252712,109.06854601255667,108.46955853389984,1136106977
2020-07-29,111.08188121039409,115.76026224845532,109.81003906587036,114.3870935984898,1653498851
2020-08-05,116.71532081723291,117.32836393822511,114.69065412978945,113.29502737038648,1309964332
2020-08-12,116.34572861950396,117.18789995456855,116.41515781256174,117.71150854971462,1054920917
2020-08-19,119.73458968618998,122.86924896718124,118.98605163100352,122.74584842375945,1559124280
2020-08-26,128.95468348143552,132.75331531487737,128.7256017693504,133.30168415748855,1419945415
2020-09-02,137.20250235993726,135.81695898149337,122.50906064430917,120.11065157085945,1574928634
2020-09-09,124.884219032145,124.6528583966063,121.65953197131735,123.10009835764593,1284436079
2020-09-16,125.9772518203705,123.37347011574893,117.47172988971566,119.87388762214705,1487883543
2020-09-23,122.18572520056291,120.78195447370673,117.65493248743121,120.63176024773054,1087348434
2020-09-30,123.08833338589967,123.42299240064426,122.64667974891184,120.912744731136,1047863757
2020-10-07,124.14352254904604,130.31513582936805,124.66299877836305,128.48312068392246,1212417363
2020-10-14,131.27709688498763,128.5154595573909,126.22945601172984,124.26688317360481,1003543266
2020-10-21,126.38549436340548,125.1397160293082,123.12727953516698,123.3663322379935,887511024
2020-10-28,123.01899015360846,122.60454137590472,118.3569312692794,120.70916391188685,1271311741
2020-11-04,126.0699615392608,131.89693717692157,125.77247913898798,126.08723396498537,1216751759
2020-11-11,129.97242144995275,129.68856975824102,129.14466605879568,129.54688181325983,806836322
2020-11-18,131.64430283111076,130.4401675267693,129.399365818718,129.82126285060275,806114786
2020-11-25,132.69897463014357,132.20901080305725,129.8405624308915,130.29969966359258,730304013
2020-12-02,130.58614327307978,130.2568692119123,130.02837609405694,130.36177394665063,826371559
2020-12-09,132.67770440227557,131.1909117875168,129.5885722118458,130.22290325837682,914114597
2020-12-16,132.54390442235982,132.82451540803956,130.42773128751824,132.08233995869617,1175454845
2020-12-23,134.45519506375103,134.50953891683938,133.68877664091238,133.05050583187426,586409331
2020-12-30,135.71514512555362,132.97223134203057,131.4865175876671,131.09388985397632,708266931
2021-01-06,131.04751981797202,132.22488665986444,131.30543990572465,129.96018937709317,979067503
2021-01-13,131.87563770075982,130.90084526462732,131.27591134845167,130.50334457271987,696456282
2021-01-20,134.06379637191662,138.82612914059573,133.2463605442754,137.5938663351857,1166856394
2021-01-27,139.17400291928232,138.67082876744976,133.859625878534,136.4182711928042,1290382031
2021-02-03,140.66621655614912,140.80478669520693,140.26151837556063,140.43958868820724,821351317
2021-02-10,143.717241208623,142.08956614423886,142.07903482762578,141.32005739988443,518712033
2021-02-17,142.58717932797626,139.855170928098,135.12398481673708,135.87969639663592,903900835
2021-02-24,137.41310015866563,138.76527762491284,134.40158549695863,134.9538148486677,1084962674
2021-03-03,136.65591103319633,135.52399938463927,132.1284716489916,133.9463771200445,1245346634
2021-03-10,137.42361118225386,137.66104667955952,136.2602859875634,137.64701898853397,882798316
2021-03-17,139.07696114650253,137.41582502663476,136.0257622053198,135.79445691467194,1075397295
2021-03-24,138.35585321734447,136.38501359241258,135.5192286136922,135.51859840837457,811504226
2021-03-31,138.31038245892026,141.71719848131855,138.54545703632087,142.1465774375175,732716825
2021-04-07,144.38567650942684,146.21991897801706,144.54811290084618,146.74032069891678,789438331
2021-04-14,149.37822657377146,148.23413578159776,148.51333231662883,147.43036385653323,785141059
2021-04-21,149.47787603050168,149.267440254151,149.53926524092165,149.3382294703073,722584515
2021-04-28,152.0342554544097,150.7243398492969,146.06623217555827,145.01850500132534,1090419097
2021-05-05,148.23858321334276,146.71088778329025,144.40449503883283,143.50931473086305,828405867
2021-05-12,143.89328878289103,143.58303650817723,142.74302312418007,142.46306050790966,805756293
2021-05-19,143.2595603783744,146.2578219305806,143.896370722595,146.69298848834742,722526249
2021-05-26,149.34344146111974,147.8444992208804,148.81830479957029,146.91394693996543,556590446
2021-06-02,149.49204020474184,148.9554288004447,147.97314040892488,148.55063051935977,653867097
2021-06-09,151.6981541632891,150.99556741758673,151.98890179361663,150.88017734704886,612620578
2021-06-16,153.80854807264092,151.84314509126077,151.830898601381,152.48731080647883,822294763
2021-06-23,154.92668663022613,152.98396732071964,155.1708483214613,153.86637368870393,637637199
2021-06-30,156.15873323963416,157.10536176611654,155.59488614340935,156.95001961993668,565712761
2021-07-07,160.6481008527139,158.9443412765207,158.71764632378256,158.75665489394015,780011473
2021-07-14,162.38452606800004,159.80416916861677,157.64897983483834,157.5956474286869,903547139
2021-07-21,160.1025189999855,162.89095839071945,160.74926956784023,162.24577757925758,780863782
2021-07-28,165.15379838560224,162.61079258511776,162.99505083379552,161.93716043147145,745700267
2021-08-04,164.39474145984312,162.31994370815943,163.73505688508052,161.06631284520486,525300942
2021-08-11,164.4406170557086,163.69214697036554,164.42016481608744,163.56805333048592,619560319
2021-08-18,166.04200149450372,166.0272285314212,164.20458639142586,166.20908129262276,668188356
2021-08-25,169.61688192923458,168.704774921538,168.78421316337605,168.5842762448076,641300974
2021-09-01,172.01821362695662,169.5807225995139,171.0040344931109,168.75437221773464,502947625
2021-09-08,171.5217984341477,168.31973436793416,167.59156202461105,165.68310468776238,765139492
2021-09-15,168.63098476908684,165.80582937952713,163.4171364975068,161.84475795840083,901603622
2021-09-22,165.48392098293473,166.45399256526778,163.10724575835292,161.3866251724767,728160759
2021-09-29,165.01292708756677,163.08578805960784,162.18985766921483,162.36808071729175,853519593
2021-10-06,163.76533016925478,164.97137297051168,164.20588848510877,163.3546328054415,640975169
2021-10-13,166.82231287578674,169.54271598370488,166.77904194460058,170.2252031890599,691747826
2021-10-20,173.33317788342035,170.25972338185142,169.64158916640272,168.1461935375445,679605313
2021-10-27,172.1568569007443,172.96831015204813,169.89244219262224,172.17823996524294,955089902
2021-11-03,175.6717704830385,175.20061201814895,175.31989027032103,174.68979669227687,641014784
2021-11-10,176.95204937489714,174.09411859446902,174.9135055506238,174.18149844524945,582708900
2021-11-17,177.4816374529822,178.19867363547567,174.52831796825163,174.48147125309728,911057800
2021-11-24,176.56488702585213,175.05948606030688,173.8518997572179,172.39499075407392,733331400
2021-12-01,175.9294695689233,175.55449591306217,169.6265204590634,175.7229845020237,1102592900
2021-12-08,179.08095600284523,178.61703789008084,175.49466711443108,173.85306409517068,1011284300
2021-12-15,176.70774113798416,176.68628012269286,171.44092241839374,172.93842516861056,1130739900
2021-12-22,175.8182347719096,178.2990814644786,176.24833126797898,178.46319391969658,527665500
2021-12-29,181.28910622336767,179.46966436318485,178.531581485355,176.51893217835266,677955500
